codigo_barras,descricao,unidade,valor
7897207900034,BISCOITO DE POLVILHO ZAGONEL 350G    , UN ,4.49
7896412801594,BISCOITO DIANA MAIZENA 400G          , UN ,3.1
7896322800533,BISCOITO DITALIA MEL 350G            , UN ,3.85
7898045271928,BISCOITO GERMANI LEITE 350G          , UN ,3.45
7896412801686,BISCOITO INTEGRAL ORQUIDEA 400G      , UN ,3.99
7896011102610,BISCOITO INTEGRAL PARATI 400G        , UN ,5.49
7898944500112,BISCOITO ISADORA AMENDOIM 280G       , UN ,3.99
7898944500044,BISCOITO ISADORA NATAL 250G          , UN ,3.99
7898944500013,BISCOITO ISADORA PALITO AMANTEIGADO 2, UN ,3.59
7898944500075,BISCOITO ISADORA POLVILHO DOCE 210G  , UN ,3.99
7898176550268,BISCOITO KI KAKAU CHOC. MORANGO 120G , UN ,0.99
7898176550169,BISCOITO KI KAKAU FOFINHO 120G       , UN ,0.99
7898176550176,BISCOITO KI KAKAU FOFINHO MORANGO 120, UN ,0.99
7896412801709,BISCOITO LEITE ORQUIDEA 400G         , UN ,3.69
7896324274707,BISCOITO MARIA CHOCOLATE MOSMAMM     , UN ,5.99
7896003703245,BISCOITO MARILAN AGUA E SAL 400G     , UN ,3.99
7896003701913,BISCOITO MARILAN CHOCOLATE 140G      , UN ,1.59
7896003703214,BISCOITO MARILAN CREAM CRAKER 400G   , UN ,4.49
7896003701920,BISCOITO MARILAN MORANGO 140G        , UN ,1.59
7896003706192,BISCOITO MARILAN PIT STOP 27G        , UN ,0.6
7896003706253,BISCOITO MARILAN TEENS BAUNY 110G    , UN ,2.99
7896003706383,BISCOITO MARILAN TEENS CHOC. BRANCO 1, UN ,2.99
7896003706376,BISCOITO MARILAN TEENS CHOCOLATE 110G, UN ,2.99
7896003702217,BISCOITO MARILAN TORTINHAS BOMBOM 160, UN ,1.65
7896003702057,BISCOITO MARILAN TORTINHAS CHOCOLATE , UN ,1.65
7896003702040,BISCOITO MARILAN TORTINHAS LIMAO 160G, UN ,1.65
7896003702200,BISCOITO MARILAN TORTINHAS M. DE MARA, UN ,1.65
7896003702064,BISCOITO MARILAN TORTINHAS MORANGO 16, UN ,1.65
7898911923715,BISCOITO MEL QUADRADO DOM BOSCO 350G , UN ,3.65
7897207900263,BISCOITO MEREMGUE CASEIRO 120G       , UN ,3.49
7896324281217,BISCOITO MIGNON SABOR BACON 50G      , UN ,1.25
7896324281224,BISCOITO MIGNON SABOR QUEIJO 50G     , UN ,1.29
7897207900218,BISCOITO MIGNON ZAGONEL 300G         , UN ,4.49
7896324267853,BISCOITO MIGOM ASSADO ORIGIMAL       , UN ,3.49
7896324267600,BISCOITO MOSMANN MARIA  200G         , UN ,1.95
7896324274608,BISCOITO MOSMANN MARIA 400G          , UN ,5.29
7896324274745,BISCOITO MOSMANN MARIA INTEGRAL 400G , UN ,4.49
7896324269758,BISCOITO MOSMANN ROSQUINHA CHOCOLATE , UN ,5.99
7891000023808,BISCOITO NESTLE NEGRESCO 140G        , UN ,2.49
7622300830151,BISCOITO OREO                        , UN ,2.99
7622300830083,BISCOITO OREO 36G                    , UN ,1.5
7896412801624,BISCOITO ORQUIDEA AGUA E SAL 400G    , UN ,4.99
7896412802706,BISCOITO ORQUIDEA COOKIES CACAU AVEIA, UN ,3.2
7896412801631,BISCOITO ORQUIDEA CREAM CRACKER 400G , UN ,3.99
7896412801679,BISCOITO ORQUIDEA GERGELIM 400G      , UN ,3.89
7896412801655,BISCOITO ORQUIDEA MAIZENA 400G       , UN ,3.99
7896412801662,BISCOITO ORQUIDEA MARIA CHOCOLATE 400, UN ,5.99
7896412802478,BISCOITO ORQUIDEA TORTISSIMA LIMAO 13, UN ,1.49
7896412802461,BISCOITO ORQUIDEA TORTISSIMAS CHOC. 1, UN ,1.69
7898911923036,BISCOITO PAO DE MEL DOM BOSCO 300G   , UN ,3.65
7896011101019,BISCOITO PARATI APERITIVO ORIGINAL 50, UN ,1.25
7896011101880,BISCOITO PARATI CARTOON CHOCOLATE 140, UN ,1.65
7896011104720,BISCOITO PARATI CHOCOLATE E AVELA 100, UN ,3.49
7896011105482,BISCOITO PARATI COOKIE CHOCOLATE 100G, UN ,3.49
7896011104386,BISCOITO PARATI GOIABINHA 100G       , UN ,3.49
7896011105512,BISCOITO PARATI HOT CRACKER PIZZA 150, UN ,2.99
7896011105505,BISCOITO PARATI HOT CRACKER PRESUNTO , UN ,3.99
8716510016500,BISCOITO PARATI JOKER TEMPERADO 30G  , UN ,0.69
7896011102559,BISCOITO PARATI MARIA CHOCOLATE 370G , UN ,3.99
7896011105406,BISCOITO PARATI MINI COOKIE CHOCOLATE, UN ,3.49
7896011105444,BISCOITO PARATI RADKAU CHOC. CRISP 10, UN ,2.69
7896011116884,BISCOITO PARATI RADKAU CHOC. MORANGO , UN ,3.25
7891000051351,BISCOITO PASSATEMPO CHOCOLATE 140G   , UN ,2.49
7891000051375,BISCOITO PASSATEMPO MORANGO 140G     , UN ,2.49
7896412801693,BISCOITO PETI CRACKER 400G           , UN ,3.85
7896011105475,BISCOITO RADKAU RECHEADO 140G        , UN ,1.95
7896058254594,BISCOITO RECHEADO CHOCO CHOCO DAIX   , UN ,1.99
7896058254600,BISCOITO RECHEADO CHOCOLATE DAMIX    , UN ,2.39
7898176550213,BISCOITO RECHEADO FOFINHO FLOCOS 120G, UN ,0.99
7898209650668,BISCOITO RECHEADO FOMITOS CHOCOLATE 1, UN ,1.19
7898209650644,BISCOITO RECHEADO FOMITOS CHOCOLATE B, UN ,0.99
7898209650675,BISCOITO RECHEADO FOMITOS MORANGO 100, UN ,1.19
7896058254587,BISCOITO RECHEADO MORAGO DAMIX       , UN ,2.39
7898176550367,BISCOITO RECHEADO SABOR MORANGO FOFIN, UN ,0.99
7896058254617,BISCOITO RECHEADO SEMSACAO GELADA CHO, UN ,2.39
7898911923258,BISCOITO ROSCA C/COCO DOM BOSCO 300G , UN ,3.65
7896058252262,BISCOITO SALGADO SABOR MAMTEIGA      , UN ,2.69
7898360581009,BISCOITO SORTIDO DOCE ROMANZA 300G   , UN ,2.29
7898911923562,BISCOITO SORTIDO DOM BOSCO350G       , UN ,3.99
7898209650279,BISCOITO SORTIDO VITORIA 300G        , UN ,2.69
7898209650101,BISCOITO SORTIDO VITORIA 400G        , UN ,2.69
7897207900294,BISCOITO SORTIDO ZAGOMEL 350G        , UN ,4.49
7898328440089,BISCOITO SUSS HAUS AMANTEIGADO 350G  , UN ,3.99
7898328440676,BISCOITO SUSS HAUS AMANTEIGADO CHOC. , UN ,3.99
7898328440584,BISCOITO SUSS HAUS AMANTEIGADO GOIABA, UN ,3.99
7898328440768,BISCOITO SUSS HAUS AMENDOIM 250G     , UN ,3.99
7898328440683,BISCOITO SUSS HAUS CHOCOLATE 200G    , UN ,3.99
7898328440621,BISCOITO SUSS HAUS COCO 250G         , UN ,3.99
7898328440362,BISCOITO SUSS HAUS COCO CHOC. 200G   , UN ,3.99
7898328440041,BISCOITO SUSS HAUS DE MEL 350G       , UN ,4
7898328440751,BISCOITO SUSS HAUS MERENGUE 100G     , UN ,2.35
7898328440065,BISCOITO SUSS HAUS NATAL 350G        , UN ,3.99
7896003706291,BISCOITO TEENS CHOCOLATE C/COCO MARIL, UN ,2.99
7894321219622,BISCOITO TODDY COOKIE 60G            , UN ,1.99
7896412802485,BISCOITO TORTISSIMAS  MORANGO 130G   , UN ,1.69
7896412802454,BISCOITO TORTISSIMAS CHOCOLATE       , UN ,1.49
7622300741297,BISCOITO TRAKINAS CHOC. BCO E PTO 143, UN ,2.25
7622300741013,BISCOITO TRAKINAS CHOCOLATE 143 G    , UN ,2.25
7622300741136,BISCOITO TRAKINAS CHOCOLATE 143G     , UN ,2.25
7622300741235,BISCOITO TRAKINAS MEIO A MEIO 143G   , UN ,2.25
7622300741174,BISCOITO TRAKINAS MORANGO 143G       , UN ,2.25
7896058254044,BISCOITO TRIUNFO CEREAL MIX INTEGRAL , UN ,2.99
7896058254365,BISCOITO TRIUNFO CEREAL MIX LINHACA 1, UN ,2.99
7896058202540,BISCOITO TRIUNFO CREAN CRACKER       , UN ,2.29
7896061302251,BISCOITO TUC´S CHURRASCO 100G        , UN ,1.49
7896061300677,BISCOITO TUC´S DIN CRACKER 100G      , UN ,1.49
7896061301865,BISCOITO TUC´S PIZZA 100G            , UN ,1.49
7896061301872,BISCOITO TUC´S SALAME 100G           , UN ,1.49
7897207900478,BISCOITO ZAGOMEL COOKIES 300G        , UN ,3.99
7897207900454,BISCOITO ZAGONEL AGUA E SAL 350G     , UN ,2.95
7897207900041,BISCOITO ZAGONEL BROA DE FECULA 200G , UN ,4.49
7897207900096,BISCOITO ZAGONEL FOLHADO ACUCARADO350, UN ,4.99
7898944500211,BISCOITOS CASEIROS ISADORA MERENGUE 1, UN ,3.59
7896007421923,BISCOITOS CORRIERI GLACEADOS 400G    , UN ,3.49
7896011102566,BISCOITOS PARATI AGUA E SAL 370G     , UN ,3.99
7896011102542,BISCOITOS PARATI MARIA 400G          , UN ,3.99
7896011103518,BISCOITOS PARATI MARIA 740G          , UN ,6.59
7896324269642,BISCOITOS ROSCAS GLACEADAS MOSMAMM360, UN ,5.39
7896007420971,BISCOITOS SORTIDOS CORRIERI 400G     , UN ,3.49
7896324269628,BISCOITOS SORTIDOS MOSMAMM           , UN ,5.99
7896412802621,BISCOITOS SORTIDOS ORQUIDEA AMANT. 30, UN ,3.99
7898944500143,BOLACHA AMANTEIGADA DE LARANJA 250GIS, UN ,3.59
7896408440356,BOLACHA AO LEITE CASAREDO 400G       , UN ,3.69
7896011102573,BOLACHA CREAM CRAKER PARATI          , UN ,3.99
7896011102580,BOLACHA MAISENA PARATI  370 G        , UN ,3.99
7896007420773,BOLACHA MARIA CORRIERI               , UN ,3.49
7896412801648,BOLACHA MARIA ORQUIDEA 400G          , UN ,4.49
7896011102825,BOLACHA PARATI CHOCOLATE             , UN ,4.29
7896011102696,BOLACHA PARATI COCO                  , UN ,4.29
7898052550023,BOLO DE LARANJANATURAL ALPES         , UN ,2.99
7896412820083,BOLO ORQUIDEA COCO 400G              , UN ,3.49
78913547,"BOM BOM SONHO DE VALSA 21,5G         ", UN ,0.99
78931237,BOMBOM ARCOR ORIGINAL 15G            , UN ,0.5
78913769,"BOMBOM OURO BRANCO 21,5G             ", UN ,0.99
7891000461501,BOMBOM RECHEADO SEDUCAO C/8UN 160G   , UN ,1.99
7896019602006,BOMBOM RECHEADO SONHO DE VALSA 1KG   , UN ,38.9
7898122773833,BORBOLETA NATUFEST 60G               , UN ,3.45
7898122770368,BRIGADEIRO BOLINHA NATUFEST 60G      , UN ,2.79
7896348841398,BRIGADEIRO PIA 1KG                   , UN ,9.99
7896348841305,BRIGADEIRO PIA 400G                  , UN ,6.49
7891150016798,BRILHANTE FRESH 1KG                  , UN ,6.99
7898936529022,CACAU NATURAL EM PO SADORO 90G       , UN ,2.69
7896005801826,CAFE 3 CORACOES EXTRA FORTE 500 GR   , UN ,12.99
7896005800188,CAFE 3 CORACOES TRADICIONAL 500 GR   , UN ,12.99
7896005800362,CAFE 3 COROACOES TRADICIONAL 250 G   , UN ,6.89
7896089012460,CAFE CABLOCO 250G                    , UN ,5.99
7896089010916,CAFE CABLOCO 500G                    , UN ,10.99
7896005800157,CAFE CAPPUCCINO 3 CORACOES 200G      , UN ,8.99
7892222441487,CAFE COM LEITE CREMOSO PELE100G      , UN ,2.79
7891021007573,CAFE COM LEITE MELITA                , UN ,6.49
7896005801819,CAFE EXTRA FORTE 3 CORACOES 250G     , UN ,4.49
7898004870193,CAFE EXTRA FORTE GAITEIRO 500G       , UN ,6.99
7896019208161,CAFE IGUACU EM PO GRATIS 20G 20G     , UN ,13.99
7891021006927,CAFE MELITA EXTRA FORTE 250G         , UN ,6.99
7891021006934,CAFE MELITA EXTRA FORTE 500G         , UN ,13.99
7891021007429,CAFE MELITTA INSTANTANEO SACHE 50G   , UN ,3.49
7891021006071,CAFE MELITTA TRADIC 250G             , UN ,6.99
7891021006125,CAFE MELITTA TRADICIONAL500G         , UN ,13.99
7892222500962,CAFE PELE EM PO CREMOSO 50G          , UN ,2.89
7892222100544,CAFE PELE EXTRAFORTE 250G            , UN ,4.19
7892222500276,CAFE PELE SOLUVEL 50G                , UN ,2.39
7892222310530,CAFE PELE TRADICIONAL 250G           , UN ,3.99
7896005800676,CAFE SOLUVEL 3 CORACOES TADICIONAL VD, UN ,11.89
7896005800652,CAFE SOLUVEL 3 CORACOES TRADICIONAL V, UN ,4.59
7896019205115,CAFE SOLUVEL IGUACU REFIL 50G        , SH ,4.49
7891000315507,CAFE SOLUVEL NESCAFE MATINAL 100G    , UN ,10.79
7891000300503,CAFE SOLUVEL NESCAFE TRADICAO 100G   , UN ,10.49
7891000306703,CAFE SOLUVEL NESCAFE TRADICAO 50G REF, UN ,3.99
7891330000166,CAIXA AMOR CARIOCA 300G              , UN ,7.99
7622300861421,CAIXA BOMBOM VARIEDADES LACTA 332G   , UN ,9.99
7896011125800,CALDO CHEF PARATI GALINHA 57G        , UN ,1.45
7891095008988,CALDO DE BACON KITANO 57G C/6CUBOS   , UN ,1.49
7890300187104,CALDO DE CARNE FRITZ E FRIDA 57G     , UN ,0.99
7891095006304,CALDO DE CARNE KITANO 57G            , UN ,1.59
7891150012370,CALDO DE CARNE KNORR C/2CUBOS        , UN ,0.99
7891000522103,CALDO DE CARNE MAGGI 21G             , UN ,0.99
7891000528907,CALDO DE CARNE MAGGI 63G             , UN ,1.99
7896011125794,CALDO DE CARNE PARATI CHEF 57G       , UN ,1.45
7898231700096,CALDO DE CARNE SOL DO ORIENTE 57G    , UN ,0.99
7896011125817,CALDO DE COSTELA CHEF PARATI 57G     , UN ,1.45
7890300187111,CALDO DE GALINHA FRITZ E FRIDA 57G   , UN ,0.99
7894000000213,CALDO DE GALINHA KNORR               , UN ,0.99
7894000000275,CALDO DE GALINHA KNORR 57G           , UN ,2.49
7891000528709,CALDO DE GALINHA MAGGI C/6 TAB       , UN ,1.99
7898231700102,CALDO DE GALINHA SOL DO ORIENTE 57G  , UN ,0.99
7891095008995,CALDO DE LEGUMES KITANO 57G          , UN ,1.59
7891000522004,CALDO MAGGI GALINHA 21G              , UN ,0.99
7898231700607,CALDO SOL DO ORIENTE CARNE 12X57G    , UN ,0.99
7890300026250,CAMJICA AMARELA 500G                 , UN ,2.49
7898936528001,CAMOMILA SADORE 13G                  , UN ,2.99
7898122770764,CANELA CASCA15G                      , UN ,1.69
7896204301042,CANELA DA CHINA EM PO CBS 40G        , UN ,3.25
7890300432228,CANELA EM CASCA 15G                  , UN ,2.39
7898475530138,CANELA EM CASCA SINOSTEMP 20G        , UN ,1.49
7898122770771,CANELA MOIDA NATUERVAS 15G           , UN ,1.69
7898936528162,CANELA MOIDA SADORO 15G              , UN ,2.99
7898475530121,CANELA MOIDA SINOSTEMP 20G           , UN ,1.49
7898384160129,CANJICA DE MILHO AMARELA 500G MARAVIL, UN ,1.59
7898004870889,CANJICA DE MILHO AMARELA GAITEIRO 500, UN ,2.99
7898004871749,CANJICA DE MILHO BRANCA GAITEIRO 500G, UN ,3.79
7898384160136,CANJIQUINHA AMARELA MARAVILHOSA 500G , UN ,1.59
7898004871206,CANJIQUINHA DE MILHO AMARELA GAITEIRO, UN ,2.49
7896011102856,CARTOON FLOCOS                       , UN ,1.59
437,CARVAO 5KG                           , UN ,10
7896485406573,CATCHUP TRADICIONAL MIRIAN 200G      , UN ,2.3
7898475531449,CEBOLA ALHO E SALSA SINOSTEMP 15G    , UN ,1.49
7892840234348,CEBOLITOS 60G                        , UN ,3.5
7896404600556,CERA AMARELA GIRANDO SOL 750ML       , UN ,7.89
7896404600549,CERA GIRANDO SOL VERMELHA 750ML      , UN ,7.89
7896404600532,CERA INCOLOR GIRANDO SOL 750ML       , UN ,7.89
7896844001081,CERA LIMPADORA HIG.AUTOMOTIVA HEBEK 5, UN ,14.59
7896040701129,CERA LIQUIDA BRILHO FACIL AMARELA 750, UN ,9.99
7896040701105,CERA LIQUIDA BRILHO FACIL INCOLOR 750, UN ,9.99
7896040701112,CERA LIQUIDA BRILHO FACIL VERMELHA 75, UN ,9.99
7896004002538,CEREAL MATINAL SUCRILHOS 300G        , UN ,11.99
7793306013029,CEREAL MATINAL SUCRILHOS CHOCOLATE 32, UN ,10.49
7891000008119,CEREAL NESCAU 270G                   , UN ,9.99
7896011116112,CEREAL PARATI CORN FLAKES 200G       , UN ,5.59
7898936528681,CEREAL SANDORO CHOCOBOL 180G         , UN ,5.49
7774992973408,CHA 30 ERVAS 120G                    , UN ,5.99
7896328210893,CHA AMEIXA C/MAMAO BARAO 16G         , UN ,2.7
7898475531258,CHA ANIS ESTRELADO SINOSTEMP 15G     , UN ,1.49
7896328210039,CHA BARAO CIDREIRA 13G               , UN ,1.95
7896328210053,CHA BARAO FLORES E FRUTAS 13G        , UN ,2.7
7896050709689,CHA BOA FORMA REI  VERDE 10G         , UN ,2.49
7896050709955,CHA BOA NOITE                        , UN ,2.85
7896050703175,CHA BOA REFEICAO                     , UN ,2.85
7896328210756,CHA CAMOMILA C/GENGIBRE E MEL BARAO 1, UN ,2.7
7898007820706,CHA CHAPEU DE COURO CHILENO 10G      , UN ,2.99
7898475531487,CHA COMPOSTO BOM SONO 10G            , UN ,1.49
7898475531432,CHA COMPOSTO PARA CHIMARRAO SINOSTEMP, UN ,1.49
7898122772430,CHA DA NOITE NATUERVAS               , UN ,3.49
7896328210169,CHA DE ABACAXI BARAO13G              , UN ,2.7
7898122772515,CHA DE ABACAXI NATUERVAS 10G         , UN ,3.89
7898122772478,CHA DE ALCACHOFRA NATUERVAS 10G      , UN ,2.99
7898122770535,CHA DE ALCACHOFRA NATUERVAS 15G      , UN ,1.69
7896328210558,CHA DE AMORA BRANCA BARAO 10G        , UN ,2.7
7898122771112,CHA DE ANIS ESTRELADO 15G            , UN ,1.69
7898122770887,CHA DE BOA FORMA NATUERVAS 15G       , UN ,1.69
7898122770542,CHA DE BOLDO DO CHILE NATUERVAS 10G  , UN ,1.69
7898122772263,CHA DE BOLDO NATUERVAS 10G           , UN ,2.99
7896328210022,CHA DE CAMOMILA BARAO 10G            , UN ,1.95
7898122772270,CHA DE CAMOMILA NATUERVA 10G         , UN ,2.99
7898122770559,CHA DE CAMOMILA NATUERVAS 10G        , UN ,1.69
7896050703151,CHA DE CAMOMILA REI VERDE C/10       , UN ,2.49
7898475531494,CHA DE CAMOMILA SINOSTEMP 10G        , UN ,1.49
7898122770511,CHA DE CAPIM CIDRO NATUERVAS 10G     , UN ,2.99
7898122770566,CHA DE CAPIM CIDRO NATUERVAS 15G     , UN ,1.69
7898122772287,CHA DE CARQUEIJA NATUERVAS 10G       , UN ,2.99
7898122770573,CHA DE CARQUEJA NATUERVAS 15G        , UN ,1.69
7898122770719,CHA DE CAVALINHA NATUERVAS 10G       , UN ,1.69
7898122770580,CHA DE ENDRO NATUERVAS 15G           , UN ,1.69
7898475531500,CHA DE ENDRO SINOSTEMP 20G           , UN ,1.49
7898122770733,CHA DE ERVA DE SAO JOAO NATUERVAS 15G, UN ,1.69
7898122772300,CHA DE ERVA DOCE NATUERVAS 10G       , UN ,2.99
7898122770603,CHA DE ERVA DOCE NATUERVAS 15G       , UN ,1.69
7898475530022,CHA DE ERVA DOCE SINOSTEMP 20G       , UN ,1.49
7896050703229,CHA DE FUNCHO REI VERDE 13G          , UN ,2.79
7898475530015,CHA DE FUNCHO SINOSTEMP 20G          , UN ,1.49
7898122770641,CHA DE GUACO NATUERVAS 10G           , UN ,1.69
7898122770528,CHA DE HIBISCO NATUERVAS 10G         , UN ,2.99
7898122771693,CHA DE HIBISCUS NATUERVAS 15G        , UN ,1.69
7898936529619,CHA DE HIBISCUS SADORO 12G           , UN ,2.99
7898122772348,CHA DE HORTELA NATUERVAS 10G         , UN ,2.99
7898122770658,CHA DE HORTELA NATUERVAS 15G         , UN ,1.69
7896328210077,CHA DE MACA BARAO  18G               , UN ,2.7
7898122772355,CHA DE MACA NATUERVAS 10G            , UN ,3.49
7898122772362,CHA DE MACA NATUERVAS 10G            , UN ,3.49
7898936528117,CHA DE MACELA SADORO 06G             , UN ,2.99
7898475531234,CHA DE MACELA SINOSTEMP 5G           , UN ,1.49
7898122770948,CHA DE MALVA NATUERVAS 10G           , UN ,1.69
7898475531241,CHA DE MALVA SINOSTEMP 7G            , UN ,1.49
7898122770825,CHA DE MANJERONA NATUERVAS 15G       , UN ,1.69
7898122772393,CHA DE MARACUJA NATUERVAS 10G        , UN ,3.49
7898122770665,CHA DE MARCELA NATUERVAS 8G          , UN ,1.69
7898122770689,CHA DE MELISSA FOLHA NATUERVAS 10G   , UN ,1.69
7898122772409,CHA DE MELISSA NATUERVAS 10G         , UN ,2.99
7896050709665,CHA DE MELISSA REI VERDE 10G         , UN ,2.49
7898475531296,CHA DE MELISSA SINOSTEMP 10G         , UN ,1.49
7898122772416,CHA DE MORANGO NATUERVAS 10G         , UN ,2.99
7898122770696,CHA DE POEJO NATUERVAS 10G           , UN ,1.69
7898475530817,CHA DE POEJO SINOSTEMP 10G           , UN ,1.49
7898122771082,CHA DE QUEBRA PEDRA NATUERVAS 15G    , UN ,1.69
7898007823998,CHA DE SENE CHILENO 10G              , UN ,2.49
7898122771105,CHA DE TANSAGEM NATUERVAS 15G        , UN ,1.69
7898475531364,CHA DE TANSAGEM SINOSTEMP 10G        , UN ,1.49
7896328210046,CHA ERVA DOCE BARAO 13G              , UN ,2.7
7896050709702,CHA FRUTAS TROPICAIS REI VERDE 13G   , UN ,2.99
7896328210060,CHA HORTELA BARAO 10G                , UN ,1.95
7896328210848,CHA LARANJA C/ MEL BARAO 13G         , UN ,2.7
7896328210763,CHA MACA ABACAXI CRAVO CANELA BARAO 1, UN ,2.7
7896050703182,CHA MACA E CANELA REI VERDE 13G      , UN ,3.29
7896328210381,CHA MISTO FRUTAS VERMELHAS BARAO 13G , UN ,2.7
7898122770900,CHA MISTO REFEICAO NATUERVAS 15G     , UN ,1.69
7898122770917,CHA NOITE NATUERVAS 15G              , UN ,1.69
7898122772461,CHA POS REFEICAO NATUERVAS 10G       , UN ,3.49
7896328210121,CHA PRETO BARAO 13G                  , UN ,1.95
7891098040039,CHA PRETO C/FRUTA E LIMAO300ML LEAO F, UN ,3
7891098040015,CHA PRETO COM FRUTA 300ML PESSEGO ICE, UN ,3.99
7898122772447,CHA PRETO NATUERVA 10G               , UN ,2.99
7898122772317,CHA PRETO NATUERVAS 10G              , UN ,2.99
7898122770894,CHA PRO CHIMARRAO NATURAERVAS 15G    , UN ,1.69
7898122772522,CHA SABOR DO VERAO NATUERVAS 10G     , UN ,3.99
7896328210152,CHA VERDE BARAO13G                   , UN ,2.7
7898122772492,CHA VERDE COM HIBISCO NATUERVAS 10G  , UN ,2.99
7898122772454,CHA VERDE NATUERVAS 10G              , UN ,2.99
7898122770726,CHA VERDE NATUERVAS 15G              , UN ,1.69
7896050703113,CHA VERDE REI VERDE 13G              , UN ,3.29
7898229751055,CHAMPIGNON INTEIRO COBLENS 180G      , UN ,7.99
7892840233747,CHEETOS PARMESAO 150G                , UN ,5
7891099679504,CHICLE PLETS CANELA                  , UN ,0.2
7891099679313,CHICLE PLETS HORTELA                 , UN ,0.2
7891099679290,CHICLE PLETS MENTOL                  , UN ,0.2
7891099679054,CHICLE PLETS TUTI-FRUTI              , UN ,0.2
7891118012619,CHICLE PLUTONITA SENSACAO MISTERIOSA , UN ,0.99
7895800304228,CHICLE TRIDENT ADAMS MENTA           , UN ,2
7895800304235,CHICLE TRIDENT CANELA C/5UN          , UN ,2
7895800304211,CHICLE TRIDENT HORTELA               , UN ,2
7895800430002,CHICLE TRIDENT TUTTI-FRUTTI          , UN ,2
7896218003338,CHICLES DE BOLA JUMANJI 22G          , UN ,1.75
7898229751345,CHIMIA CREMOSA ABOBORA C/COCO 400G CO, UN ,3.05
7898229750997,CHIMIA CREMOSA DE FIGO COBLENS 400G  , UN ,3.05
7898229751000,CHIMIA CREMOSA DE GOIABA COBLENS 400G, UN ,3.05
7898229751338,CHIMIA DE UVA  CREMOSO COBLENS 400G  , UN ,3.05
7898122773796,CHIMICHURRI NATUERVAS 15G            , UN ,1.69
7898122770313,CHOCOBALL BRANCO NATUFEST 50G        , UN ,2.99
7898122770306,CHOCOBALL MISTONATUFEST 50G          , UN ,2.99
7898122770320,CHOCOBALL NATUFEST 50G               , UN ,2.99
7898917608951,CHOCOBOLL SINOSTEMP 100G             , UN ,2.49
7898142860995,CHOCOLATE ARCOR AMARGO 140G          , UN ,4.29
7898142860971,CHOCOLATE ARCOR AMENDOIM 140G        , UN ,3.99
7898142860919,CHOCOLATE ARCOR AO LEITE 140G        , UN ,3.99
7898142859166,CHOCOLATE ARCOR BON BON 195G         , UN ,5.89
7898142860933,CHOCOLATE ARCOR BRANCO 140G          , UN ,3.99
7898142860957,CHOCOLATE ARCOR BRIGADEIRO 140G      , UN ,5
7898142861015,CHOCOLATE ARCOR M/ AMARGO 140G       , UN ,4.29
7898142861077,CHOCOLATE ARCOR MESCLADO 140G        , UN ,4.29
7898142861053,CHOCOLATE ARCOR ROCKETS LEITE 140G   , UN ,3.99
7898142861091,CHOCOLATE ARCOR TRIPLO CHOC. 140G    , UN ,5
7898142854857,CHOCOLATE ARCOR TWISTER CROCANTE 17G , UN ,0.75
7891000464908,CHOCOLATE CHARGE 40G NESTLE          , UN ,1.99
7622300851767,CHOCOLATE EM BARRA LACTA LAKA 150G   , UN ,6.99
78912359,CHOCOLATE GAROTO BATON AO LEITE 16G  , UN ,1.5
78912366,CHOCOLATE GAROTO BATON BRANCO 16G    , UN ,1.5
7898122770412,CHOCOLATE GRANULADO                  , UN ,2.29
7898122770405,CHOCOLATE GRANULADO BRANCO NATUFEST 8, UN ,2.29
7898122770399,CHOCOLATE GRANULADO COLORIDO NATUFEST, UN ,2.29
7898936529053,CHOCOLATE GRANULADO MULTIMIX75G      , UN ,2.89
7898936528964,CHOCOLATE GRANULADO SADORO 150G      , UN ,3.19
7898936528483,CHOCOLATE GRANULADO SADORO 75G       , UN ,2.89
7898475530107,CHOCOLATE GRANULADO SINOSTEMP 80G    , UN ,1.49
7622300851842,CHOCOLATE LACTA AVELA                , UN ,6.59
7896019601405,CHOCOLATE LACTA BRANCO C/CEREAIS 180G, UN ,6.59
7622300851804,CHOCOLATE LACTA DIAMANTE NEGRO 150G  , UN ,6.99
7622300851941,CHOCOLATE LACTA SHOT AMENDOIM 150G   , UN ,6.99
7622300384463,CHOCOLATE MEIO AMARGO E BRANCO LACTA , UN ,6.99
7891330013678,CHOCOLATE NEUGEBAUER AO LEITE 130G   , UN ,3.99
7891330013777,CHOCOLATE NEUGEBAUER BCO E PRETO 130G, UN ,4.29
7891330013692,CHOCOLATE NEUGEBAUER BRANCO 130G     , UN ,4.29
7891000460207,CHOCOLATE PRESTIGIO NESTLE 33G       , UN ,1.99
7896019355216,CHOCOLATE SHOT 25G                   , UN ,1.5
7896019622356,CHOCOLATE SONHO DE VALSA MAIS RECHEIO, UN ,1.5
7891000462300,CHOKITO NESTLE 32G                   , UN ,2
7898174485432,CHUPETA 0 A 6 MESES                  , UN ,4.29
7898939758030,CHUPETA BORBOLETASILICONE  ORTODONTIC, UN ,2.49
7896699017190,CHUPETA LOLLY LINHA ESSENCE          , UN ,1.99
78902589,CIGARRO COLOMY                       , UN ,1
78931336,CIGARRO DALLAS BOX AZUL 20UN         , UN ,5.75
78934009,CIGARRO DALLAS CLASSIC 20UN          , UN ,5
78931367,CIGARRO DALLAS VERMELHO 20UN         , UN ,5
78930001,CIGARRO DERBY AZUL 20UN              , UN ,7.25
78930025,CIGARRO DERBY PRATA C/ 20UN          , UN ,7.25
