codigo_barras,descricao,unidade,valor
7898038710410,SORVETE SORVEBOM MINI SUNDAE CHOL. 70, UN ,2.3
7898038710403,SORVETE SORVEBOM MINI SUNDAE CREME 70, UN ,2.3
7898038710427,SORVETE SORVEBOM MINI SUNDEI MORANGO , UN ,2.3
7898038710960,"SORVETE SORVEBOM MORANGO SPLIT 1,5LT ", UN ,14.98
7898038710014,SORVETE SORVEBOM NAPOLITANO 2LT      , UN ,16.5
7898038710588,SORVETE SORVEBOM PAPAIA C/ CASSIS 1LT, UN ,10.3
7898038710113,SORVETE SORVEBOM SONHO DE VERAO 2LT  , UN ,16.5
7898038710090,SORVETE SORVEBOM TROPICAL 2LT        , UN ,16.5
7898289630208,SORVETE SORVEGEL ABACAXI FRANCES 1LT , UN ,7.79
7898289630260,SORVETE SORVEGEL ALFAJOR TRUFADO 1LT , UN ,7.79
7898289630468,SORVETE SORVEGEL COPIGEL 200ML       , UN ,2.19
7898289630017,SORVETE SORVEGEL FANTASIA 1800ML     , UN ,12
7898289630055,SORVETE SORVEGEL FLOCOS 1800ML       , UN ,12
7898289630284,SORVETE SORVEGEL FLOCOS 1LT          , UN ,7.89
7898289630277,SORVETE SORVEGEL MAPOLITANO 1000L    , UN ,7.89
7898289630024,SORVETE SORVEGEL NAPOLITANO 1800ML   , UN ,12
7898289630246,SORVETE SORVEGEL TENTACAO 1LT        , UN ,7.79
7898289630239,SORVETE SORVRGEL TORTA DE LIMAO 1LT  , UN ,7.79
7896589515201,STEAK DE FRAMGO FRAMGOSUL 100G       , UN ,1.5
7894321722016,TODDYNHO CHOCOLATE 200ML             , UN ,1.99
7894321207926,TODDYNHO LIGHT PEPSICO200ML          , UN ,1.89
7894321722153,TODDYNHO SABOR NAPOLITANO 200ML      , UN ,1.89
7894321209029,TODDYNHO VITAMINA MACA/MAMAO BANANA 2, UN ,1.89
7891999941879,VIG SABOR LARANJA                    , UN ,2.29
7896348843729,YOS PIA DAMASCO C/PEDACOS DE FRUTAS C, UN ,4.39
7896348843699,YOS PIA MORANGO C/ PEDACOS DE FRUTAS , UN ,4.39
7897087990064,7897087990064                        , UN ,8.29
7896007540617,ABS INTIMUS GEL C/ ABAS 8UN          , UN ,3.99
7896007542437,ABS INTIMUS GEL NOTURNO              , UN ,4.99
7896007541850,ABSORV INTIMUS GEL INTERNO 8UN       , UN ,8.99
7896007540600,ABSORVENTE  INTINUS GEL S/ ABAS 8UN  , UN ,3.99
7506195185568,ABSORVENTE ALWAYS LEVE 8 PAGUE 7     , UN ,4.49
7896007541867,ABSORVENTE INTERNO INTIMUS MEDIO 8UN , UN ,6.99
7896007540259,ABSORVENTE INTIMUS DAYS PROT DIAR S/P, UN ,3.99
7896007544578,ABSORVENTE INTIMUS EVOLUTION CENTER S, UN ,4.99
7896007541874,ABSORVENTE INTIMUS GEL 8UN           , UN ,8.99
7896007542864,ABSORVENTE INTIMUS GEL L16P15 MEDIO  , UN ,9.69
7896061980152,ABSORVENTE LADY SOFT LEVE 8 PAGUE 7  , UN ,2.29
7896061980039,ABSORVENTE LADYSOFT NORMAL SEM ABAS  , UN ,2.39
7896061980176,ABSORVENTE LADYSOFT NOTURNO          , UN ,3.19
7898919643196,ABSORVENTE MULHER MODERNA P10L15     , UN ,1.29
7896064442190,ABSORVENTE NATURALMENTE DAILY 15UN   , UN ,2.69
7896064487313,ABSORVENTE NATURALMENTE L24P18 C/ ABA, UN ,5.49
7891010973483,ABSORVENTE SEMPRE LIVRE C/ABAS L8P7  , UN ,4.49
7891010503031,ABSORVENTE SEMPRE LIVRE S/ ABAS ESP. , UN ,2.99
7898919643172,ABSORVENTE SUAVE GEL C/ ABAS 8UN     , UN ,1.49
7898919643189,ABSORVENTE SUAVE GEL S/ ABAS 8UN     , UN ,1.39
7896064442565,ABSORVENTES NATURALMENTE 6CAMADAS 8UN, UN ,2.09
7898311802498,ACETONA BIO PROTEX WOMAN 100ML       , UN ,9.99
7898595780109,ACETONA KELLON 100ML                 , UN ,2.4
7896046712730,AGUA OXIGENADA VOLUME 40 CARE LISS   , UN ,2.19
7891800205909,ALGODAO BOLAS CREMER 95G             , UN ,5.99
7891024179468,ANTISSEPTICO BUCAL COLGATE LUMINOUS  , UN ,9.99
7896298102402,ANTITRANSPIRANTE FEMME SP 50ML       , UN ,4.49
7506309829883,ANTITRANSPIRANTE GILLETTE 52G        , UN ,5.59
7506309863252,ANTITRANSPIRANTE GILLETTE SPORT 52G  , UN ,5.59
7896298102587,ANTITRANSPIRANTE MUSK SP 50ML        , UN ,4.59
4005808231065,ANTITRANSPIRANTE NIVEA DOUBLE EFFECT , UN ,13.99
4005808185719,ANTITRANSPIRANTE NIVER CLEAR SKIN 50M, UN ,6.89
7791293026800,ANTITRANSPIRANTE REXONA BAMBOO 175ML , UN ,10.99
7791293023342,ANTITRANSPIRANTE REXONA BAMBOO 48H 17, UN ,10.99
7791293026923,ANTITRANSPIRANTE REXONA EXTRA FRESH 1, UN ,15
77941923,ANTITRANSPIRANTE REXONA MEN INV. 50ML, UN ,8.39
7791293009155,ANTITRANSPIRANTE REXONA W. EXTRA FRES, UN ,13.49
7896298102693,ANTITRANSPIRANTE SP SPEED 50ML       , UN ,4.29
7896298102679,ANTITRANSPIRANTE TEENS 50ML          , UN ,4.49
7896298102662,ANTITRANSPIRANTE TEENS SP TROPICAL 50, UN ,4.49
7501009224174,APAR PREST BARBA ULT GRIP UN         , UN ,3.49
7501009222729,APARELHO BARBEAR PRESTOBARBA ULTRA GR, UN ,3.69
7898291210672,APARELHO DE BARBEAR BOZZANO EPEED3 1 , UN ,2.39
7898291214083,APARELHO DE BARBEAR BOZZANO SMART 2  , UN ,0.79
7896007990528,BARBEADOR FIAT LUX FLEXOR 2 UN       , UN ,1.29
7702018118823,BARBEADOR PROBAK II UN               , UN ,1.75
7896418902608,BLOQUEADOR SOLAR EVIDENCY FPS 50 120G, UN ,19.49
7898422754501,CLOSEUP PEPPERMINT DROPS             , UN ,3.19
7891024132104,COLGATE TRIPA ACAO 90G               , UN ,4.19
7898947389721,COTONETE PENELOPE CHARMOSA 75UN      , UN ,1.79
7896480632892,COTONETES ENLACE C/75UN              , UN ,1.19
7896418903469,CREMA PARAISTEROLCONDICIONADOR C/BABO, UN ,3.85
7891350011043,CREME DE BARBEAR BOZZANO C/ALOE VERA , UN ,5.99
7897042010714,CREME DE CABELO SKALA 18ELEMENTOS +AR, UN ,7.99
7897042007226,CREME DE CABELO SKALA KIDS 1000G     , UN ,5.99
7897042006021,CREME DE CABELO SKALA LAMA NEGRA 1000, UN ,5.99
7897042011032,CREME DE CABELO SKALA POS PROGRESSIVA, UN ,5.99
7897042007288,CREME DE CABELO SUNDAE TEENS SKALA   , UN ,6.19
7898422742386,CREME DENTAL CLOUSE UP MENTA SILVESTR, UN ,1.99
7891037009844,CREME DENTAL CLOUSE UP TRIPLE MENTA 9, UN ,2.49
7891037009820,CREME DENTAL CLOUSEUP HORTELA 90 G   , UN ,2.49
7891024132906,CREME DENTAL COLGATE 50G             , UN ,2.69
7891024134702,CREME DENTAL COLGATE 90G             , UN ,3.89
7891024123027,CREME DENTAL COLGATE LUMINOUS WHITE 9, UN ,6.99
7891024123010,CREME DENTAL COLGATE LUMINOUS WHITE E, UN ,9.99
7891024134610,CREME DENTAL COLGATE TAMANHO FAMILIA , UN ,6.29
7793100111143,CREME DENTAL COLGATE TOTAL 12HS 90G  , UN ,6.99
7891024132005,CREME DENTAL COLGATE TRIPLA  ACAO 90G, UN ,3.99
7891024135020,CREME DENTAL COLGATE WHITENING GEL 90, UN ,6.99
7896425511312,CREME DENTAL ICE FRESH MAX COOL 90G  , UN ,2.29
7896425511329,CREME DENTAL ICEFRESH GEL ULTRA MENTA, UN ,2.19
7506295388487,CREME DENTAL ORAL B 3D WHITE 90G     , UN ,5.39
7506195131640,CREME DENTAL ORAL B LIMPEZA PROFUNDA , UN ,3.5
7891528025797,CREME DENTAL SORRISO BRILHO 5 ESTRELA, UN ,4.79
7891528038025,CREME DENTAL SORRISO DENTES BCO 50G. , UN ,2.49
7891528040059,CREME DENTAL SORRISO EXTREME WHITE 4D, UN ,6.99
7891528038612,CREME DENTAL SORRISO FRESH MINT SPLAS, UN ,3.99
7891528038568,CREME DENTAL SORRISO FRESH RED MINT 9, UN ,3.99
7891528032207,CREME DENTAL SORRISO S. REFRESCANTE 5, UN ,2.49
7891528030142,CREME DENTAL SORRISO TUBO FLEXIVEL 90, UN ,3.49
7891528038810,CREME DENTAL TANDY MORANGO 50G       , UN ,6.99
7891528038827,CREME DENTAL TANDY TUTTI-FRUTTI 50G  , UN ,6.99
7896298100040,CREME P/ OS PES SP COM UREIA 50G     , UN ,5.29
7896418900024,CREME PARAISTEROL BALSAMO 90ML       , UN ,2.1
7897042005864,CREME SKALA BANHO DE CRISTAL         , UN ,6.19
7897042005024,CREME SKALA COQUETEL                 , UN ,7.99
7897042008469,CREME SKALA GLOSS PLUS               , UN ,6.19
7897042005062,CREME SKALA HIDRO-NUTRITIVO PLUS 1000, UN ,6.19
7897042004942,CREME SKALA MANTEIGA DE KARITE       , UN ,7.99
7897042007363,CREME SKALA SUNDAE                   , UN ,6.19
7898924640111,CURATIVO BELLACOTTON C/ 35 UN        , UN ,8.75
7891088439706,CURATIVO FLEXIVEL KURA KOR+E L35P28  , UN ,7.9
7896094906778,DES.AER.MONANGE 150ML                , UN ,9.99
7896094906785,DES.AER.MONANGE 150ML                , UN ,9.99
7896094906815,DES.MONANGE AER.150ML                , UN ,9.99
7896094981010,DES.MONANGE AER.150ML                , UN ,9.99
4005900036728,DES.NIVEA 150ML                      , UN ,15.99
4005900036667,DES.NIVEA 150ML                      , UN ,15.99
4005900036704,DES.R-ON 50ML                        , UN ,10.99
4005900036759,DES.R-ON 50ML                        , UN ,10.99
4005808257553,DES.R-ON 50ML                        , UN ,10.99
4005808257584,DES.R-ON NIVEA  50ML                 , UN ,10.99
7791293022635,DES.REXONA 150ML                     , UN ,13.99
7791293022567,DES.REXONA 150ML                     , UN ,13.99
78924338,DES.REXONA 50ML                      , UN ,10.99
78924345,DES.REXONA 50ML                      , UN ,10.99
78923454,DES.REXONA 50ML                      , UN ,10.99
7898924547199,DESODIRANTE ROLON BELEZA DA AMAZONIA , UN ,3.29
7891350032741,DESODORANTE AEROSOL FRESH BOZZANO    , UN ,15
7506309867717,DESODORANTE AEROSOL GILLETTE ENDURACE, UN ,12.49
4005808715688,DESODORANTE AEROSOL NIVEA STRESS PROT, UN ,13.99
7891350032406,DESODORANTE AEROSOL SEM PERFUME BOZZA, UN ,9.79
7891350032758,DESODORANTE AEROSOL SPORT BOZZANO    , UN ,9.79
7891350032734,DESODORANTE ENERGY BOZZANO 150ML     , UN ,9.79
7898595780123,DESODORANTE FEMME KELLON 80ML        , UN ,3.6
7506309824277,DESODORANTE GILLETTE AEROSOL SEM CHEI, UN ,12.49
7506309867724,DESODORANTE GILLETTE SPORT TRIMPH 150, UN ,12.49
7896418902752,DESODORANTE MEM ACQUA 55G            , UN ,4.89
7896418902776,DESODORANTE MEM MUSK 55G             , UN ,4.89
7898595780116,DESODORANTE MEN 80ML                 , UN ,3.6
4005808631322,DESODORANTE NIVEA CLEAR SKIN 3EM 1FEM, UN ,13.99
7791969029807,DESODORANTE NIVEA MEM SENSITIVE PROTE, UN ,13.99
4005808715695,DESODORANTE NIVEA MEN SRESS PROTECT S, UN ,13.99
4005808229765,DESODORANTE NIVEA SPORT MASC         , UN ,13.99
4005808910328,"DESODORANTE POWDER COMFORT 13,99     ", UN ,13.99
7898924547137,DESODORANTE ROLON  BELEZA DA AMAZONIA, UN ,3.29
7898924547120,DESODORANTE ROLON BELEZA DA AMAZONIA , UN ,3.29
7898924547205,DESODORANTE ROLON BELEZA DA AMAZONIA , UN ,3.29
7896418902721,DESODORANTE ROLON ERVA DOCE WOMEM 55G, UN ,4.89
7896418902691,DESODORANTE ROLON FLOWER WOMAEM 55G  , UN ,5.99
7896418902714,DESODORANTE ROLON FRESH WOMEM        , UN ,5.99
7896418902745,DESODORANTE ROLON MEM SPORT 55G      , UN ,5.99
7896418902783,DESODORANTE ROLON MEN ATITUDE 55G    , UN ,5.99
4005808257621,DESODORANTE ROLON NIVEA SENSITIVE 50M, UN ,6.89
7896298105045,DOURA PELOS SP 130G                  , UN ,4.49
7898422746827,DOVE ESFOLIACAO 90G                  , UN ,2.39
7891150006058,DOVE MEN CARE90G                     , UN ,2.49
7891024184509,ESCOVA DENTAL COLGATE CLASSIC SUAVE U, UN ,4.99
7891055326206,ESCOVA DENTAL CONDOR  BASS MAC 3262-0, UN ,5.1
7891055326237,ESCOVA DENTAL CONDOR BASS EXTRA MACIA, UN ,5.1
7891055803004,ESCOVA DENTAL CONDOR GRATIS INFANTIL , UN ,1.79
7891055805701,ESCOVA DENTAL CONDOR PLUS 2X1 35 MACI, UN ,1.99
7891055380123,ESCOVA DENTAL CONDOR PLUS 35 DURA UN , UN ,1.69
7898934930301,ESCOVA DENTAL DINO INFANTIL MACIA UN , UN ,3.19
7898934930042,ESCOVA DENTAL GREEN INFANTIL SUP. MAC, UN ,3.19
7898940257799,ESCOVA DENTAL INTERNACIONAL          , UN ,5.29
7891528016498,ESCOVA DENTAL SORRISO ORIGINAL MACIA , UN ,3.5
7891528016504,ESCOVA DENTAL SORRISO ORIGINAL UN    , UN ,3.49
7899441511847,ESCOVA DENTAL SQ MACIA CAPA PROT.    , UN ,2.69
7899441511885,ESCOVA DENTAL SQ MACIA N°35 C/ CAPA  , UN ,2.69
7899441511892,ESCOVA DENTAL SQ N° 35 LIMP. LINGUA  , UN ,2.69
7899441500025,ESCOVA DENTAL SQ N° 35 MACIA C/ MASSA, UN ,2.69
7899441522003,ESCOVA DENTAL SQ N°40 MACIA          , UN ,2.69
7899441522034,ESCOVA DENTAL SQ PREMIUM MACIA       , UN ,2.69
7898157612732,ESMALTE DOTE CINTILANTE LEBLON 8ML   , UN ,2.79
7898157612961,ESMALTE DOTE CINTILANTE TRANCOSO 8ML , UN ,2.79
7898416839443,ESMALTE DOTE CREMOSO SEXY 8ML        , UN ,2.79
7898416838941,ESMALTE DOTE GLITTER OURO 8ML        , UN ,2.79
7898416838934,ESMALTE DOTE GLITTER PRATA 8ML       , UN ,2.79
7898157615283,ESMALTE DOTE NEON BALADA PERFEITA 8ML, UN ,2.79
7898157610790,ESMALTE DOTE NEON ESTRELA CADENTE 8ML, UN ,2.79
7898157615290,ESMALTE DOTE NEON LUAR 8ML           , UN ,2.79
7898157610301,ESMALTE DOTE NEON NOITE ILUMINADA 8ML, UN ,2.79
7898416839511,ESMALTE DOTE STYLE ROMANTICA 8ML     , UN ,2.79
7891182998963,ESMALTE EISQUE BAG. E VIAGENS 8ML    , UN ,3.65
7891182033022,ESMALTE EISQUE NIASI ROSE NATURAL 8ML, UN ,3.75
7896044941170,ESMALTE ELKE CORTININHA 7ML          , UN ,3.29
7896044948322,ESMALTE ELKE SHINE 7ML               , UN ,3.29
7891182040143,ESMALTE RISQUE BASE SEDA BASE 8ML    , UN ,3.69
7891182017053,ESMALTE RISQUE CARMIM 8ML            , UN ,3.75
7891182036559,ESMALTE RISQUE CREMOSO 7 VERMELHO 8ML, UN ,3.75
7891182033626,ESMALTE RISQUE CREMOSO AZUL HORTENSIA, UN ,3.25
7891182840019,ESMALTE RISQUE CREMOSO BCO PURISSIMO , UN ,3.99
7891182840200,ESMALTE RISQUE GABRIELA 8ML          , UN ,3.65
7891182036634,ESMALTE RISQUE NIASI 7 VERMELHOS 8ML , UN ,4.19
7891182017077,ESMALTE RISQUE NIASI CREMOSO UVA 8ML , UN ,3.65
7891182996587,ESMALTE RISQUE NIASI METALICO 8ML    , UN ,4.29
7891182996594,ESMALTE RISQUE NIASI METALICO COCKER , UN ,3.65
4005808817658,ESPUMA P/ BARBEAR NIVEA MEN 200ML    , UN ,13.99
7891024183007,FIO DENTAL COLGATE 50M               , UN ,6.89
7896425511107,FIO DENTAL ICE FRESH UN              , UN ,3.9
7898172340672,FRALDA ANJINHO PRATICA GG 4UN        , UN ,2.79
7896061990090,FRALDA BABYSEC G C/18                , UN ,18.99
7898919643219,FRALDA DESC. ANJOS DA GUARDA M 5UN   , UN ,2.29
7896061990076,FRALDA DESCARTAVEL BABYSEC M C/20    , UN ,18.99
7896061990069,FRALDA DESCARTAVEL BABYSEC P C/28    , UN ,16.79
7896061990120,FRALDA DESCARTAVEL BABYSEC XG C/14   , UN ,18.99
7898172341075,FRALDA DESCARTAVEL SEVE PLUS G 18U   , UN ,13.29
7898172341068,FRALDA DESCARTAVEL SEVE PLUS M 22U   , UN ,13.29
7898172341051,FRALDA DESCARTAVEL SEVE PLUS P 26U   , UN ,13.29
7898172341082,FRALDA DESCARTAVEL SEVFE PLUS GG 18U , UN ,13.29
7896480654016,FRALDA DISNEY ENLACE C/ 10UN         , UN ,5.99
7898172340443,FRALDA MUNDO MAGICO G C/8            , UN ,5.59
7898172341877,FRALDA MUNDO MAGICO GG C/ 20         , UN ,12.69
7898172341846,FRALDA MUNDO MAGICO P C/28           , UN ,12.69
7896064470551,FRALDA NATURAL BABY M C/22           , UN ,14.69
7896007510597,FRALDA TURMA DA MONICA EG            , UN ,10.89
7896007510856,FRALDA TURMA DA MONICA G             , UN ,10.89
7896007542994,FRALDA TURMA DA MONICA HUGGIES G C/22, UN ,24.5
7896007510849,FRALDA TURMA DA MONICA M 10 UN       , UN ,10.89
7896007510832,FRALDA TURMA DA MONICA P C/ 11 UN    , UN ,10.89
7898172340641,FRALDAS ANJINHO PARENTEX 5 UN        , UN ,3.99
7898919643233,FRALDAS DESC. ANJOS DA GUARDA GG 5UN , UN ,2.29
7898172340658,FRALDAS DESCARTAVEIS ANJINHO M C/5   , UN ,2.79
7898172340467,FRALDAS DESCARTAVEIS MUNDO MAGICO M C, UN ,5.59
7898172340412,FRALDAS DESCARTAVEIS SEVEN PLUS BG C/, UN ,23.29
7898172340825,FRALDAS DESCARTAVEIS SEVEN PLUS GG C/, UN ,23.29
7898172340405,FRALDAS DESCARTAVEIS SEVEN PLUS M C/4, UN ,25.49
7898172341853,FRALDAS MUNDO MAGICO M C/24          , UN ,12.69
7898919643226,FREALDAS DESC. ANJOS DA GUARDE G 5UN , UN ,2.99
7891150029187,GEL DENTAL CLOSEUP DIAMOND ATTRACTION, UN ,3.05
7896425511053,GEL DENTAL ICE FRESH 90G             , UN ,2.19
7702018013012,GEL PARA BARBEAR GILLETE SERIES 200ML, UN ,14.9
7702018332199,GILLETTE MACH3 2UN                   , UN ,14.9
7702018001071,GILLETTE MACH3 RECARREGAVEL          , UN ,18.99
7896227620014,HASTES COTTONBABY COM 75 UN          , UN ,2.99
7898924640012,HASTES FLEXIVEIS BELLACOTTON 75UN    , UN ,2.49
7896425511220,ICE FRESH ANTI SEPTICO BLUE MINT 250M, UN ,5.69
7896425511213,ICE FRESH ANTI SEPTICO MENTA PLUS 250, UN ,5.69
7896425511206,ICE FRESH ANTI SEPTICO OVER MINT 250M, UN ,5.69
7896007540631,INTIMUS GEL C/ ABAS                  , UN ,3.99
7896007540662,INTIMUS GEL NOTURNO SUAVE C/ ABAS 8UN, UN ,7.49
7896404606657,LAVA ROUPAS GIRANDO SOL HERBAL POCOTE, UN ,5.69
7896061951343,LENCO PAPEL SOFTY S BOLSO C/ 15      , UN ,2.99
7897150500893,LENCO UMEDECIDO AMARELO 450UNID      , UN ,12.79
7896770902018,LENCO UMEDECIDO DRY BABY  ROSA 75UN  , UN ,4.75
7896770902001,LENCO UMEDECIDO DRY BABY AZUL 75UN   , UN ,4.75
7896770902377,LENCO UMEDECIDO DRYBABY S/ALCOOL     , UN ,2.89
7898039562735,LENCO UMEDECIDO PAPEGU BABY          , UN ,2.19
7898137733686,LENCO UMEDECIDO SOBABY C/400         , UN ,10.99
7896061951619,LENCOS DE PAPEL DUALETTE SOFTYS 50UN , UN ,3.49
7898095296865,LENCOS UMEDECIDOS COTTON C/400 UN    , UN ,13.5
7896298100750,LOCAO CREMOSA SP 130G                , UN ,4.49
7891150003224,LUX FRSCOR IRRESISTIVEL 90G          , UN ,1.49
7891150003217,LUXOR FRESCOR  IRRESISTIVEL          , UN ,2.79
7897087990019,OXYCLEAR ADVENTURE 175ML             , UN ,8.29
7897087990040,OXYCLEAR EVOLUTION 48H 175ML         , UN ,8.29
7897087990026,OXYCLEAR MEN EXTREME 48H 175ML       , UN ,8.29
7897087990033,OXYCLEAR POWDER 48H 175ML            , UN ,8.29
7898173120051,OXYCLEAR SENSITIVE 48H 175ML         , UN ,8.29
7898173120082,OXYCLEAR SENSUAL 48H 175ML           , UN ,8.29
7898173120068,OXYCLEAR WOMEN BAMBOO 175ML          , UN ,8.29
7898173120099,OXYCLEAR WOMEN COTTON 175ML          , UN ,8.29
7898173120075,OXYCLEAR WOMEN ENERGY 48H 175ML      , UN ,8.29
7891024026441,PALMOLIVE SEGREDO SEDUTOR            , UN ,1.39
7896914001652,PAPEL HIG.COTTONFOLHA DUPLA          , UN ,5.19
7898927443108,"PAPEL HIG.D,CLASSE 60M               ", UN ,2.99
7898927443115,"PAPEL HIG.D,CLASSE 90M               ", UN ,3.99
7898927443139,"PAPEL HIG.D,CLASSE ELEGANCE 30M      ", UN ,1.99
7896233701370,PAPEL HIG.DOBLE FOLHA DUPLA          , UN ,4.99
7898920699151,PAPEL HIG.FLORAX 60M                 , UN ,3.29
7891172421174,PAPEL HIG.NEVE TOQ DE SEDA           , UN ,5.99
7891172422447,PAPEL HIG.SCOTT FOLHA DUPLA          , UN ,5.69
7896322800601,PAPEL HIG.TOBBY 60M                  , UN ,3.49
7896110005140,PAPEL HIGENICO PERSONAL 60 MTS.      , UN ,4.99
7898952795531,PAPEL HIGIEMICO BLOOMY 60METROS      , UN ,2.55
7898927443160,"PAPEL HIGIEN.D,CLASSE60M C/16ROLOS   ", UN ,11.99
7891172422379,PAPEL HIGIEN.NEVE 30M C/8ROLOS       , UN ,10.9
7898327430708,PAPEL HIGIENICO DUALETTE C/EXTRATO DE, UN ,5.89
7896061918445,PAPEL HIGIENICO DUALETTE DUO C/4 +MIN, UN ,5.99
7898327431262,PAPEL HIGIENICO DUALETTE LEVE 12PAGUE, UN ,14.99
7898327431019,PAPEL HIGIENICO DUALETTE4X30M UN     , UN ,5.29
7896026850148,PAPEL HIGIENICO DUETTO FOLHA DUPLA 4R, UN ,5.69
7896914001607,PAPEL HIGIENICO LEBLONSOFT30M C/12ROL, UN ,9.6
7891172432293,PAPEL HIGIENICO NEVE NEUTRA CARE30M  , UN ,5.89
7896110091846,PAPEL HIGIENICO PERSONAL C/8UN       , UN ,4.79
7896110091440,PAPEL HIGIENICO PERSONAL TRADICIONAL , UN ,3.5
7896061915208,PAPEL HIGIENICO SUBLIME 8ROLOS       , UN ,3.99
7896061915109,PAPEL HIGIENICO SUBLIME NEUTRO C/4   , UN ,2.49
7896322800625,PAPEL HIGIENICO TOBBY 60M C/12ROLOS  , UN ,11.99
7896322800618,PAPEL HIGIENICO TOBBY 60M C/8ROLOS   , UN ,9.6
7897698716022,PO PELOTENSE 80G                     , UN ,9.35
7896007200344,PRESERVATIVO BLOWTEX MENTA 3UN       , UN ,1.99
7896007200504,PRESERVATIVO ELITE 3UN               , UN ,1.99
7898079000501,PRESERVATIVO PRUDENCE CAIPIRINHA 3UN , UN ,2.69
7893138000355,PRESERVATIVO YOUNG LOVERS CLASSIC 3UN, UN ,1.99
7896007200306,PRESERVATIVOS BLOWTEX  MORANGO3UN    , UN ,1.99
7702018880409,PRESTOBARBA3  GILLETTE UN            , UN ,5.49
7896298105038,PROT SOLAR SP FPS 15 130G            , UN ,11.79
7891024114346,PROTEX ERVA DOCE                     , UN ,2.99
7898079000495,PRUDENCE CORES E SABORES MELANCIA 3UN, UN ,4.59
7898079002703,PRUDENCE ICE SENSACAO GELADA 3UN     , UN ,4.59
7898079000327,PRUDENCE UVA 3UN                     , UN ,2.69
7898137731668,REMOVEDOR DE ESMALTE VIV COLOR 95ML  , UN ,2.29
7896298107209,REPARADOR DE PONTAS SP VINHO 30ML    , UN ,4.89
7898905527189,REPELENTE INSETPROTEC 100ML          , UN ,8.7
77924841,REXONA ROLON PROTECION INVISIBLE 50ML, UN ,8.39
77941909,REXONA ROLON SENSITIVE MEN 50ML      , UN ,8.39
7791293004068,REXONA WOMEN HAPPY 175ML             , UN ,13.99
7896298109012,SAB LIQUIDO ITIMO FEMI 230ML         , UN ,11.19
7891134001925,SAB PERF HIDRAT SENADOR PLATINUM 130G, UN ,2.99
7896298109036,SABO LIQUIDO ITIMO FEM DELICATE FLORA, UN ,11.19
7891150033931,SABOMETE PRAZER TROPICAL 90G         , UN ,1.25
7897664110441,SABONETE ALBANY ESFOLIANTE 90G       , UN ,1.15
7897664110304,SABONETE ALBANY HIDRATACAO DIARIA 90G, UN ,1.49
7897664110311,SABONETE ALBANY HOMEM MENTOL 90G     , UN ,1.49
7897664110298,SABONETE ALBANY SUAVIZANTE 90G       , UN ,1.15
7891134006906,SABONETE ALMA DE FLORES ES. DE CHAMPA, UN ,2.35
7896012140055,SABONETE BABY 123 AZUL 80G           , UN ,1.49
7896012140048,SABONETE BABY 123 ROSA 80G           , UN ,1.49
7898613380021,SABONETE BIOBAC ANTIBACTERIANO 180G  , UN ,3.49
7891035010729,SABONETE DETTOL ORIGINAL 90G         , UN ,1.99
7891035010743,SABONETE DETTOL SKINCARE 80G         , UN ,2.29
7891150019560,SABONETE DOVE BAUNILHA 90G           , UN ,2.39
7891150028647,SABONETE DOVE GO FRESH REEQUILIBRIO 9, UN ,2.55
7891150034068,SABONETE DOVE LEITE DE AMENDOAS 90G  , UN ,2.39
7891150034075,SABONETE DOVE LEITE DE COCO 90G      , UN ,2.39
7898422746759,SABONETE DOVE ORIGINAL 90G           , UN ,2.89
7896090403226,SABONETE FRANCIS AMARELO             , UN ,1.49
7896090400331,SABONETE FRANCIS AVEIA E TRIGO 90G   , UN ,1.19
7896090400324,SABONETE FRANCIS ERVA DOCE 90G       , UN ,1.19
7896090403158,SABONETE FRANCIS FLORES BRANCAS 90G  , UN ,1.19
7896090403141,SABONETE FRANCIS FRUTAS VERMELHAS 90G, UN ,1.19
7896090400300,SABONETE FRANCIS OLEO DE OLIVA 90G   , UN ,1.19
7896090400317,SABONETE FRANCIS PESSEGO 90G         , UN ,1.19
7896090403134,SABONETE FRANCIS VERMELHO            , UN ,1.49
7898089530630,SABONETE GLICERINA NATURAL MARBOT 100, UN ,1.49
7891010877972,SABONETE JOHNSONS DAMASCO E CARAMELO , UN ,1.65
7891010690373,SABONETE JOHNSONS IMAGINE 90G        , UN ,1.65
7896902207967,SABONETE LIQUIDO MORANGO HIDRADERM 48, UN ,9.49
7891024114216,SABONETE LIQUIDO PROTEX AVEIA 250ML  , UN ,8.99
7891150033917,SABONETE LUX BRISA FLORAL 90G        , UN ,1.25
7891150033955,SABONETE LUX BRISA FLORAL CHA VERDE 1, UN ,1.89
7891038349208,SABONETE LUX BUQUE DOS SONHOS 125    , UN ,1.89
7891150033924,SABONETE LUX MAGIA TROPICAL 90G      , UN ,1.25
7891150020481,SABONETE LUX OLEO FLORAL E ROSAS 125G, UN ,2.79
7891038352109,SABONETE LUX SUAVE BRANCO 90G        , UN ,1.69
7891150020498,SABONETE LUX SUAVIDADE DAS PLANTAS 90, UN ,1.69
7898908026078,SABONETE MOTIVUS ALEGRIA 90G         , UN ,0.89
7898908026085,SABONETE MOTIVUS ENCANTO 90G         , UN ,0.79
7898908026153,SABONETE MOTIVUS FLORAL 90G          , UN ,0.99
7898908026221,SABONETE MOTIVUS TENTACAO 90G        , UN ,0.79
7898908026214,SABONETE MOTIVUS VIGOR ERVA DOCE 90G , UN ,0.89
